date,ws,temp,dew,prec,rh,sp
2022-06-08,3.39,29.83,25.49,4.31,78.25,100.01
2022-06-09,4.04,30.11,25.65,7.58,78.12,100.02
2022-06-10,2.69,29.3,25.09,6.95,78.88,100.08
2022-06-11,3.76,30.4,24.43,0.58,72.19,100.09
2022-06-12,3.59,30.52,25.38,3.35,75.5,100.22
2022-06-13,3.3,30.96,25.72,3.93,75.31,100.27
2022-06-14,3.94,30.36,25.58,4.5,77.31,100.25
2022-06-15,4.36,29.4,25.36,6.54,80,100.28
2022-06-16,4.42,28.8,25.03,3.35,80.94,100.35
2022-06-17,4.35,27.78,25.33,13.87,86.88,100.4
2022-06-18,4.35,27.36,25.19,26.15,88.25,100.4
2022-06-19,4.27,28.1,25.52,11.28,86.38,100.27
2022-06-20,4.17,27.3,24.88,12.03,87,100.13
2022-06-21,2.85,28.12,25.16,13.4,84.81,99.95
2022-06-22,2.82,28.82,24.48,6.06,79,100.28
2022-06-23,3.17,28.57,25.18,12.5,82.75,100.34
2022-06-24,2.81,28.49,25.04,1.72,82.44,100.3
2022-06-25,3.33,28.53,25.37,5.62,83.75,100.15
2022-06-26,2.98,28.58,25.4,4.85,83.5,100.32
2022-06-27,2.76,29,25.79,16.32,83.62,100.4
2022-06-28,2.8,28.65,25.29,17.82,82.81,100.3
2022-06-29,2.91,29.01,25.82,6.74,83.81,100.13
2022-06-30,2.51,27.85,26.09,12.31,90.38,100.11
2022-07-01,2.42,29,25.94,5.88,84.38,100.01
2022-07-02,2.6,28.71,25.46,4.06,83.38,99.86
2022-07-03,3.01,28.84,25.69,2.85,83.75,99.92
2022-07-04,2.22,28.62,25.65,2.88,84.62,99.9
2022-07-05,2.79,29.23,25.35,0.54,80.75,99.94
2022-07-06,2.83,28.08,26.27,19.59,90.12,100.27
2022-07-07,2.43,29.04,25.81,2.18,83.56,100.35
2022-07-08,2.56,28.68,25.74,1.42,84.75,100.19
2022-07-09,2.52,29.01,25.49,2.46,82.44,100.05
2022-07-10,3.12,29.33,25.77,3.87,82.12,99.99
2022-07-11,3.23,27.97,25.38,1.93,86.31,100.1
2022-07-12,3.77,29.3,25.37,2.49,80.44,99.92
2022-07-13,2.84,29.77,25.9,7.72,80.56,99.74
2022-07-14,3.11,28.67,26.51,7.17,88.38,99.81
2022-07-15,2.8,28.69,25.93,5.76,85.56,100.06
2022-07-16,3.66,29.51,25.83,0.83,81.62,100.12
2022-07-17,3.48,29.62,25.97,1.27,81.75,100.3
2022-07-18,2.6,29.32,25.77,1.7,82.25,100.24
2022-07-19,3.02,29.21,25.97,9.15,83.5,100.1
2022-07-20,2.32,28.06,25.9,23.21,88.31,100.14
2022-07-21,2.41,29.15,26.1,3.11,84.25,100.21
2022-07-22,2.52,29.4,26.16,3.17,83.38,100.28
2022-07-23,2.1,28.07,25.42,15.19,85.94,100.29
2022-07-24,1.85,28.4,25.4,4.54,84.5,100.42
2022-07-25,1.79,27.11,24.75,11.72,87.19,100.67
2022-07-26,1.1,28.34,24.65,7.17,81.19,100.73
2022-07-27,1.16,28.51,25.3,17.94,83.25,100.62
2022-07-28,1.72,28.7,25.3,11.69,82.69,100.59
2022-07-29,1.57,28.26,25.08,6.21,83.38,100.53
2022-07-30,2.78,27.94,24.8,2.23,83.81,100.39
2022-07-31,3,27.69,24.94,3.71,85.56,100.21
2022-08-01,1.97,29.07,26.2,10.24,85.19,100.15
2022-08-02,1.3,29.73,26.3,5.56,82.62,100.09
2022-08-03,1.34,28.76,25.9,5.14,85.06,100.25
2022-08-04,1.84,28.44,26.01,4.57,87.19,100.27
2022-08-05,1.77,28.95,26.09,2.23,85.12,100.08
2022-08-06,2.46,28.57,26.06,3.38,86.81,99.92
2022-08-07,2.08,29.87,25.77,1.08,79.81,99.77
2022-08-08,3.24,28.78,26.02,15.15,85.75,99.73
2022-08-09,4.64,28.63,25.83,8.66,85.38,99.81
2022-08-10,4.22,28.32,25.87,8.43,86.88,99.79
2022-08-11,4.16,28.26,25.92,8.58,87.62,99.99
2022-08-12,1.71,28.88,25.63,1.52,83.38,99.94
2022-08-13,2.96,28.09,26.28,9.54,90.12,99.85
2022-08-14,5.9,27.9,25.69,10.45,88.06,100.16
2022-08-15,3.47,28.01,25.96,5.15,88.94,100.53
2022-08-16,1.42,29.02,25.56,1.66,82.44,100.43
2022-08-17,1.36,29.83,26.19,2.88,81.5,100.18
2022-08-18,1.71,30.35,26.29,1.62,79.94,99.82
2022-08-19,4.2,29.25,25.99,9.59,83.19,99.95
2022-08-20,3.98,28.66,26.08,5.24,86.38,100.14
2022-08-21,2.14,28.52,25.9,2.4,86.25,100.12
2022-08-22,1.41,29.49,25.52,2.27,80.38,100.04
2022-08-23,2,28.12,26.37,28.71,90.38,100.22
2022-08-24,2.95,28.44,25.23,0.9,83.62,100.46
2022-08-25,1.81,28.87,25.19,0.55,81.56,100.38
2022-08-26,1.98,28.84,25.32,0.69,82.12,100.19
2022-08-27,3.19,28.55,25.23,1.12,83.31,100.24
2022-08-28,2.89,28.39,25.42,3.38,84.56,100.49
2022-08-29,1.83,29.01,25.45,1.61,82.12,100.68
2022-08-30,1.59,29.12,25.08,3.04,79.81,100.72
2022-08-31,1.91,28.24,25.1,12.42,83.69,100.56
2022-09-01,2.37,27.21,24.19,6.62,84.25,100.64
2022-09-02,2.39,27.71,25.48,9.62,87.94,100.69
2022-09-03,2.77,28.93,26.15,4.98,85.62,100.4
2022-09-04,2.11,28.6,26.44,11.49,88.44,100.36
2022-09-05,2.03,28.94,26.72,7.59,88.25,100.42
2022-09-06,0.72,29.05,25.66,3.84,82.75,100.51
2022-09-07,1.02,29.58,25.86,2.66,81.06,100.56
2022-09-08,1.97,30.42,26.16,8.66,79,100.61
2022-09-09,1.41,28.47,25.97,31.92,86.56,100.62
2022-09-10,2.59,27.98,26.29,54.77,90.75,100.56
2022-09-11,2.98,26.87,25.83,31.09,94.12,100.51
2022-09-12,2.47,27.26,26.15,35.78,93.75,100.43
2022-09-13,3.14,27.21,26.08,26.61,93.69,100.56
2022-09-14,1.96,27.4,25.62,10.12,90.31,100.7
2022-09-15,2.14,27.58,25.88,9.36,90.81,100.53
2022-09-16,1.88,27.17,25.88,13.83,92.81,100.23
2022-09-17,1.64,28.32,25.8,3.04,86.88,100.23
2022-09-18,1.7,28.17,26.08,3.34,88.81,100.26
2022-09-19,2.06,27.58,26.01,20.7,91.31,100.36
2022-09-20,3.77,27.94,25.94,3.7,89.25,100.42
2022-09-21,2.98,27.88,25.98,4.07,89.75,100.5
2022-09-22,2.06,27.65,25.8,2.37,89.94,100.54
2022-09-23,1.72,27.88,25.46,0.73,87.19,100.54
2022-09-24,0.93,28.33,25.08,0.64,83.25,100.46
2022-09-25,1.58,27.64,25.39,2.55,87.88,100.51
2022-09-26,1.27,27.93,24.98,0.6,84.38,100.61
2022-09-27,1.05,28.46,25.38,4.97,83.69,100.48
2022-09-28,1.63,28.33,25.06,1.46,83,100.37
2022-09-29,1.3,29.02,24.94,0.14,79.06,100.33
2022-09-30,1.42,28.94,25.23,0.07,81,100.29
2022-10-01,1.43,28.58,25.83,3.13,85.31,100.18
2022-10-02,2.41,27.76,26.07,41.04,90.75,100.11
2022-10-03,3.3,27.46,25.93,12.99,91.56,100.39
2022-10-04,2.2,27.38,25.33,2.82,88.88,100.79
2022-10-05,1.7,27.56,25.48,1.63,88.88,100.92
2022-10-06,1.67,27.61,25.38,15.6,88.12,100.94
2022-10-07,0.68,28.28,23.64,13.99,76.88,100.93
2022-10-08,1.1,27.56,24.47,0.27,83.62,100.93
2022-10-09,1.43,26.87,25.19,2.47,90.75,101.1
2022-10-10,1.7,27.23,25.24,7.27,89.25,101.11
2022-10-11,2.2,27.3,25.58,6.83,90.69,100.97
2022-10-12,1.91,26.94,25.03,3.35,89.69,100.95
2022-10-13,1.48,26.86,24.57,1.91,87.75,100.94
2022-10-14,0.83,27.33,24.42,3.45,84.5,100.9
2022-10-15,1.86,26.86,24.32,1.18,86.38,100.83
2022-10-16,2.2,26.47,23.55,0.18,84.62,100.99
2022-10-17,1.66,26.44,23.33,0,83.69,101.05
2022-10-18,1.16,26.76,23.75,0.74,84.12,100.97
2022-10-19,1.95,25.99,22.9,0.25,83.69,100.97
2022-10-20,2.24,26.33,23.09,0.16,83.31,101.05
2022-10-21,2.13,26.37,23.08,0.12,83,101.14
2022-10-22,1.56,27.11,22.62,0,77.19,101.12
2022-10-23,2.19,25.18,23.56,39.44,90.94,100.99
2022-10-24,4.45,23.47,22.54,123.12,94.62,100.41
2022-10-25,3.2,24.9,22.28,13.42,85.69,100.66
2022-10-26,1.09,25.08,21.57,0.08,81.5,101.22
2022-10-27,1.56,24.43,20.62,0.01,80.12,101.17
2022-10-28,1.43,23.37,18.64,0,75.62,101.1
2022-10-29,0.88,24.55,19.05,0,72.56,101.08
2022-10-30,1.12,24.77,20.64,0,78.19,101.07
2022-10-31,1.2,25.68,22.24,0.22,81.75,101.12
2022-11-01,1.55,26.06,22.8,0.17,82.81,101.15
2022-11-02,1.27,26.01,22.7,0.62,82.62,101.01
2022-11-03,1.38,24.94,21.6,0.2,82.44,101.02
2022-11-04,1.31,24.04,20,0.01,78.94,101.21
2022-11-05,0.8,25.28,19.69,0,71.81,101.37
2022-11-06,0.95,24.94,19.52,0,72.44,101.37
2022-11-07,0.92,24.22,18.44,0,71.81,101.33
2022-11-08,0.64,24.17,17.89,0,68.5,101.33
2022-11-09,0.86,24.15,18.73,0,72.31,101.34
2022-11-10,0.92,24,18.48,0.01,72.38,101.34
2022-11-11,1.16,23.45,18.3,0,74.12,101.3
2022-11-12,1.35,23.23,18.12,0,73.75,101.27
2022-11-13,1.77,21.89,18.1,0.04,80.31,101.28
2022-11-14,1.25,21.53,16.19,0,73.38,101.27
2022-11-15,1.12,22.25,16.88,0,72.81,101.21
2022-11-16,1.06,22.6,17.65,0,74.31,101.1
2022-11-17,1.5,22.08,17.19,0,75.19,101.09
2022-11-18,1.16,21.18,16.74,0,77.62,101.09
2022-11-19,1.1,21.67,17.64,0,78.75,100.95
2022-11-20,1.21,21.91,18.63,0,82.19,100.97
2022-11-21,1.93,21.83,17.91,0,79.5,101
2022-11-22,1.85,20.45,16.42,0,79.62,101.07
2022-11-23,1.8,20.41,16.82,0,81.44,101.1
2022-11-24,1.74,20.77,16.4,0,77.69,101.11
2022-11-25,1.15,21.86,17.2,0,76.44,101.16
2022-11-26,1.07,22.12,17.02,0.01,74.25,101.02
2022-11-27,0.87,21.88,16.1,0,70.38,100.89
2022-11-28,1.2,21.81,17.13,0.01,75.75,100.97
2022-11-29,1.18,23.52,18.95,0.05,76.31,101.09
2022-11-30,1.5,22.99,18.65,0,77.56,101.17
2022-12-01,1.84,21.37,16.73,0,77.06,101.12
2022-12-02,1.93,20.4,16.19,0,78.5,101.13
2022-12-03,1.59,19.92,15.45,0,77.44,101.18
2022-12-04,1.33,20.58,15.16,0,73,101.23
2022-12-05,1.67,20.67,16.63,0,79.62,101.29
2022-12-06,1.48,20.15,16.18,0.02,80.06,101.18
2022-12-07,1.59,19.99,15.82,0.03,79.25,101.17
2022-12-08,1.38,20.26,15.47,0,76.06,101.2
2022-12-09,0.98,20.45,15.51,0,74.75,101.17
2022-12-10,1.37,20.81,15.65,0,74.12,101.17
2022-12-11,1.57,20.33,15.39,0,75.25,101.23
2022-12-12,1.38,19.68,14.57,0,74.06,101.21
2022-12-13,1.3,20.08,15.07,0,74.19,101.23
2022-12-14,1.09,20.51,15.4,0,73.31,101.24
2022-12-15,1.32,19.08,14.33,0,75.5,101.15
2022-12-16,1.5,22.99,18.65,0,77.56,101.17
2022-12-17,1.84,21.37,16.73,0,77.06,101.12
2022-12-18,1.93,20.4,16.19,0,78.5,101.13
2022-12-19,1.59,19.92,15.45,0,77.44,101.18
2022-12-20,1.33,20.58,15.16,0,73,101.23
2022-12-21,1.67,20.67,16.63,0,79.62,101.29
2022-12-22,1.48,20.15,16.18,0.02,80.06,101.18
2022-12-23,1.59,19.99,15.82,0.03,79.25,101.17
2022-12-24,1.38,20.26,15.47,0,76.06,101.2
2022-12-25,0.98,20.45,15.51,0,74.75,101.17
2022-12-26,1.37,20.81,15.65,0,74.12,101.17
2022-12-27,1.57,20.33,15.39,0,75.25,101.23
2022-12-28,1.38,19.68,14.57,0,74.06,101.21
2022-12-29,1.3,20.08,15.07,0,74.19,101.23
2022-12-30,1.09,20.51,15.4,0,73.31,101.24
2022-12-31,1.32,19.08,14.33,0,75.5,101.15
2023-01-01,1.39,17.09,14.03,0,82.81,101.46
2023-01-02,1.3,17.12,14.18,0,83.25,101.45
2023-01-03,1.21,17.71,14.36,0,81.56,101.31
2023-01-04,1.14,18.67,14.8,0,79.31,101.35
2023-01-05,1.31,18.9,15.57,0.1,82,101.36
2023-01-06,1.22,19.82,16.23,0,80.88,101.19
2023-01-07,1,21.47,16.38,0,74.12,101.09
2023-01-08,1.4,20.53,16.18,0.05,77.19,101.11
2023-01-09,1.23,19.81,15.65,0,78,101.11
2023-01-10,0.92,20.41,16.25,0,77.75,101.12
2023-01-11,0.88,21.15,17.48,0,80.38,101.24
2023-01-12,1.62,19.26,16.2,0,83.19,101.34
2023-01-13,1.64,17.22,13.07,0,78.06,101.4
2023-01-14,1.7,15.92,11.07,0,73.94,101.4
2023-01-15,1.52,15.72,10.47,3.62,72.12,101.25
2023-01-16,1.42,15.92,10.72,0,72.38,101.16
2023-01-17,1.59,16,11.97,0,78.19,101.42
2023-01-18,1.13,16.84,13.16,0,80.12,101.4
2023-01-19,1.05,17.31,13.03,0,76.88,101.26
2023-01-20,1.61,18.33,16.5,1.12,89.56,101.18
2023-01-21,1.5,18.51,12.9,0.07,73,101.22
2023-01-22,1.54,16.29,10.8,0.44,71.62,101.34
2023-01-23,1,16.59,10.31,0,67.81,101.28
2023-01-24,0.98,17.51,11.29,0,67.94,101.38
2023-01-25,1.63,16.65,12.31,0,77.31,101.47
2023-01-26,1.98,16.49,11.58,0,74.69,101.42
2023-01-27,2.09,15.66,10.17,0,71.88,101.47
2023-01-28,1.74,15.52,9.55,0,69.81,101.5
2023-01-29,1.86,16.43,10.55,0,70.94,101.44
2023-01-30,1.41,16.3,9.78,0,67.06,101.42
2023-01-31,1.77,14.36,6.42,0,61.94,101.62
